Value,Disaggregation combinations using this value,Number of indicators
com_10_active,78,2
com_11_migrate,80,2
com_12_cooperation,80,2
com_13_pol_sec,80,2
com_14_dialog_gr,80,2
com_15_belief_changes,80,2
com_16_soc_tolerance,80,2
com_17_active_position,80,2
com_1_cohension,80,2
com_2_tolerance,80,2
com_3_adapt,80,2
com_4_migration,80,2
com_5_dialogue,80,2
com_6_civic,80,2
com_7_relations,80,2
com_8_groups,80,2
com_9_psy,80,2
